38.871657,-123.017222,Trading Post,38.8051039,-123.0168659,102 S Cloverdale Blvd,95425,4.0,128,$$,Bakeries,6o26tulocbwnkZx89EVHkA
38.871657,-123.017222,Hamburger Ranch & Bar-B-Que,38.8178176879883,-123.023628234863,31195 N Redwood Hwy,95425,4.0,381,$$,Barbeque,0Dj4fW3J3DJzrI51PLadRA
38.871657,-123.017222,Railroad Station Bar and Grill,38.8030784358586,-123.015378005472,236 S Cloverdale Blvd,95425,4.0,223,$$,American (New),slg-wyyA57sZSMWmNshl-Q
38.871657,-123.017222,Zini's Diner,38.791995,-123.016825,796 S Cloverdale Blvd,95425,4.0,108,$$,American (Traditional),qqpHX6ksqim3Sgm94zkTLA
38.871657,-123.017222,Cloverdale Ale Company,38.8056374443952,-123.015944433181,131 E 1st St,95425,4.0,21,$$,Pubs,wAbWk-do6kAUt3V9z8f9Wg
38.871657,-123.017222,El Molcajete,38.7844049462974,-123.014940979346,1129 S Cloverdale Blvd,95425,4.0,90,$$,Mexican,vDVaUkNFw3__cspco8z6nw
38.871657,-123.017222,Piacere Italiano Steak and Seafood,38.8106918334961,-123.020622253418,504 N Cloverdale Blvd,95425,3.5,122,$$,Italian,wcRhJxjChvs7Q4nBft_c8A
38.871657,-123.017222,101 Thai Way,38.783698,-123.011209,1198 S Cloverdale Blvd,95425,4.5,198,$$,Thai,kzQg7SmFR4YR_cK2tWRjEQ
38.871657,-123.017222,MoE's Eagles Nest Deli,38.8056685,-123.0174212,113 N Cloverdale Blvd,95425,3.5,61,$,Delis,mweczDf0CB-zt4JsremEPQ
38.871657,-123.017222,Railroad Square Bar and Grill,38.8028774410486,-123.015908896923,236 S Cloverdale Blvd,95425,4.0,7,,Restaurants,VmRLVJ4QPJCC3ZoxHCAdvA
38.871657,-123.017222,Thai Spice,38.7844048,-123.0129948,1123 S Cloverdale Blvd,95425,4.5,50,$$,Thai,PgwlPkDTeiVvG44Jn2DjQg
38.871657,-123.017222,Picks Drive-In,38.8047516408326,-123.017062221254,117 S Cloverdale Blvd,95425,3.5,167,$$,Burgers,qqVysA8ns692wucr7ftr8w
38.871657,-123.017222,La Hacienda,38.8065349,-123.0178458,134 N Cloverdale Blvd,95425,3.5,83,$$,Mexican,aPow7ctyoPiaMGzHhzfZvQ
38.871657,-123.017222,Papa's Pizza Cafe,38.8053262,-123.017612,105 N Cloverdale Blvd,95425,4.5,85,$$,Pizza,bwp-KNxkgfQhsbaBYYvqdw
38.871657,-123.017222,KS Tian Yuen Restaurant,38.800350189209,-123.017036437988,421 S Cloverdale Blvd,95425,4.0,119,$$,Chinese,GT3BntVo-Ves8ZywrmHTkg
38.871657,-123.017222,Aztec Grill,38.78373,-123.01269,1165 S Cloverdale Blvd,95425,3.5,18,$,Mexican,519ahIkavklyHgmZY_B-ig
38.871657,-123.017222,Los Pinos Deli Market,38.79853,-123.01745,462 S Cloverdale Blvd,95425,4.5,22,$$,Grocery,9G2LpinvOizjurjyRvn9wg
38.871657,-123.017222,Taco bell,38.7839490229458,-123.011410161853,1194 S Cloverdale Blvd,95425,3.5,5,$,Fast Food,OE1qwg3bKhp_sKy_1mxSFA
38.871657,-123.017222,McDonald's,38.784104343224,-123.013211269013,1149 S Cloverdale Blvd,95425,2.0,31,$,Burgers,AbV2CKvuLpXVGpWER65Z4Q
38.871657,-123.017222,Subway,38.783863067627,-123.011474609375,1194 S Cloverdale Blvd,95425,2.5,4,$,Sandwiches,W76ZrwAjPd751X-oEKvLJw
38.871657,-123.017222,Subway,38.78456,-123.01508,1117 S Cloverdale Blvd,95425,1.0,5,$,Sandwiches,SckKW2thzadVIqTvnSLJKg
38.871657,-123.017222,Golden Gate Shell,38.783863067627,-123.011474609375,1194 S Cloverdale Blvd,95425,2.5,3,$$,Gas Stations,9N-td0mNSbt5fOqUybF2iA
38.871657,-123.017222,Phat Salads and Wraps,38.3186492919922,-122.299942016602,,94558,4.0,48,$,Food Trucks,i6ZwMjYIbmFZ8EGYz6x5Bw
38.871657,-123.017222,Trading Post,38.8051039,-123.0168659,102 S Cloverdale Blvd,95425,4.0,128,$$,Bakeries,6o26tulocbwnkZx89EVHkA
38.871657,-123.017222,Hamburger Ranch & Bar-B-Que,38.8178176879883,-123.023628234863,31195 N Redwood Hwy,95425,4.0,381,$$,Barbeque,0Dj4fW3J3DJzrI51PLadRA
38.871657,-123.017222,Railroad Station Bar and Grill,38.8030784358586,-123.015378005472,236 S Cloverdale Blvd,95425,4.0,223,$$,American (New),slg-wyyA57sZSMWmNshl-Q
38.871657,-123.017222,Zini's Diner,38.791995,-123.016825,796 S Cloverdale Blvd,95425,4.0,108,$$,American (Traditional),qqpHX6ksqim3Sgm94zkTLA
38.871657,-123.017222,Cloverdale Ale Company,38.8056374443952,-123.015944433181,131 E 1st St,95425,4.0,21,$$,Pubs,wAbWk-do6kAUt3V9z8f9Wg
38.871657,-123.017222,El Molcajete,38.7844049462974,-123.014940979346,1129 S Cloverdale Blvd,95425,4.0,90,$$,Mexican,vDVaUkNFw3__cspco8z6nw
38.871657,-123.017222,Piacere Italiano Steak and Seafood,38.8106918334961,-123.020622253418,504 N Cloverdale Blvd,95425,3.5,122,$$,Italian,wcRhJxjChvs7Q4nBft_c8A
38.871657,-123.017222,101 Thai Way,38.783698,-123.011209,1198 S Cloverdale Blvd,95425,4.5,198,$$,Thai,kzQg7SmFR4YR_cK2tWRjEQ
38.871657,-123.017222,MoE's Eagles Nest Deli,38.8056685,-123.0174212,113 N Cloverdale Blvd,95425,3.5,61,$,Delis,mweczDf0CB-zt4JsremEPQ
38.871657,-123.017222,Railroad Square Bar and Grill,38.8028774410486,-123.015908896923,236 S Cloverdale Blvd,95425,4.0,7,,Restaurants,VmRLVJ4QPJCC3ZoxHCAdvA
38.871657,-123.017222,Thai Spice,38.7844048,-123.0129948,1123 S Cloverdale Blvd,95425,4.5,50,$$,Thai,PgwlPkDTeiVvG44Jn2DjQg
38.871657,-123.017222,Picks Drive-In,38.8047516408326,-123.017062221254,117 S Cloverdale Blvd,95425,3.5,167,$$,Burgers,qqVysA8ns692wucr7ftr8w
38.871657,-123.017222,La Hacienda,38.8065349,-123.0178458,134 N Cloverdale Blvd,95425,3.5,83,$$,Mexican,aPow7ctyoPiaMGzHhzfZvQ
38.871657,-123.017222,Papa's Pizza Cafe,38.8053262,-123.017612,105 N Cloverdale Blvd,95425,4.5,85,$$,Pizza,bwp-KNxkgfQhsbaBYYvqdw
38.871657,-123.017222,KS Tian Yuen Restaurant,38.800350189209,-123.017036437988,421 S Cloverdale Blvd,95425,4.0,119,$$,Chinese,GT3BntVo-Ves8ZywrmHTkg
38.871657,-123.017222,Aztec Grill,38.78373,-123.01269,1165 S Cloverdale Blvd,95425,3.5,18,$,Mexican,519ahIkavklyHgmZY_B-ig
38.871657,-123.017222,Los Pinos Deli Market,38.79853,-123.01745,462 S Cloverdale Blvd,95425,4.5,22,$$,Grocery,9G2LpinvOizjurjyRvn9wg
38.871657,-123.017222,Taco bell,38.7839490229458,-123.011410161853,1194 S Cloverdale Blvd,95425,3.5,5,$,Fast Food,OE1qwg3bKhp_sKy_1mxSFA
38.871657,-123.017222,McDonald's,38.784104343224,-123.013211269013,1149 S Cloverdale Blvd,95425,2.0,31,$,Burgers,AbV2CKvuLpXVGpWER65Z4Q
38.871657,-123.017222,Subway,38.783863067627,-123.011474609375,1194 S Cloverdale Blvd,95425,2.5,4,$,Sandwiches,W76ZrwAjPd751X-oEKvLJw
38.871657,-123.017222,Subway,38.78456,-123.01508,1117 S Cloverdale Blvd,95425,1.0,5,$,Sandwiches,SckKW2thzadVIqTvnSLJKg
38.871657,-123.017222,Golden Gate Shell,38.783863067627,-123.011474609375,1194 S Cloverdale Blvd,95425,2.5,3,$$,Gas Stations,9N-td0mNSbt5fOqUybF2iA
38.871657,-123.017222,Phat Salads and Wraps,38.3186492919922,-122.299942016602,,94558,4.0,48,$,Food Trucks,i6ZwMjYIbmFZ8EGYz6x5Bw
38.871657,-123.017222,Trading Post,38.8051039,-123.0168659,102 S Cloverdale Blvd,95425,4.0,128,$$,Bakeries,6o26tulocbwnkZx89EVHkA
38.871657,-123.017222,Hamburger Ranch & Bar-B-Que,38.8178176879883,-123.023628234863,31195 N Redwood Hwy,95425,4.0,381,$$,Barbeque,0Dj4fW3J3DJzrI51PLadRA
38.871657,-123.017222,Railroad Station Bar and Grill,38.8030784358586,-123.015378005472,236 S Cloverdale Blvd,95425,4.0,223,$$,American (New),slg-wyyA57sZSMWmNshl-Q
38.871657,-123.017222,Zini's Diner,38.791995,-123.016825,796 S Cloverdale Blvd,95425,4.0,108,$$,American (Traditional),qqpHX6ksqim3Sgm94zkTLA
38.871657,-123.017222,Cloverdale Ale Company,38.8056374443952,-123.015944433181,131 E 1st St,95425,4.0,21,$$,Pubs,wAbWk-do6kAUt3V9z8f9Wg
38.871657,-123.017222,El Molcajete,38.7844049462974,-123.014940979346,1129 S Cloverdale Blvd,95425,4.0,90,$$,Mexican,vDVaUkNFw3__cspco8z6nw
38.871657,-123.017222,Piacere Italiano Steak and Seafood,38.8106918334961,-123.020622253418,504 N Cloverdale Blvd,95425,3.5,122,$$,Italian,wcRhJxjChvs7Q4nBft_c8A
38.871657,-123.017222,101 Thai Way,38.783698,-123.011209,1198 S Cloverdale Blvd,95425,4.5,198,$$,Thai,kzQg7SmFR4YR_cK2tWRjEQ
38.871657,-123.017222,MoE's Eagles Nest Deli,38.8056685,-123.0174212,113 N Cloverdale Blvd,95425,3.5,61,$,Delis,mweczDf0CB-zt4JsremEPQ
38.871657,-123.017222,Railroad Square Bar and Grill,38.8028774410486,-123.015908896923,236 S Cloverdale Blvd,95425,4.0,7,,Restaurants,VmRLVJ4QPJCC3ZoxHCAdvA
38.871657,-123.017222,Thai Spice,38.7844048,-123.0129948,1123 S Cloverdale Blvd,95425,4.5,50,$$,Thai,PgwlPkDTeiVvG44Jn2DjQg
38.871657,-123.017222,Picks Drive-In,38.8047516408326,-123.017062221254,117 S Cloverdale Blvd,95425,3.5,167,$$,Burgers,qqVysA8ns692wucr7ftr8w
38.871657,-123.017222,La Hacienda,38.8065349,-123.0178458,134 N Cloverdale Blvd,95425,3.5,83,$$,Mexican,aPow7ctyoPiaMGzHhzfZvQ
38.871657,-123.017222,Papa's Pizza Cafe,38.8053262,-123.017612,105 N Cloverdale Blvd,95425,4.5,85,$$,Pizza,bwp-KNxkgfQhsbaBYYvqdw
38.871657,-123.017222,KS Tian Yuen Restaurant,38.800350189209,-123.017036437988,421 S Cloverdale Blvd,95425,4.0,119,$$,Chinese,GT3BntVo-Ves8ZywrmHTkg
38.871657,-123.017222,Aztec Grill,38.78373,-123.01269,1165 S Cloverdale Blvd,95425,3.5,18,$,Mexican,519ahIkavklyHgmZY_B-ig
38.871657,-123.017222,Los Pinos Deli Market,38.79853,-123.01745,462 S Cloverdale Blvd,95425,4.5,22,$$,Grocery,9G2LpinvOizjurjyRvn9wg
38.871657,-123.017222,Taco bell,38.7839490229458,-123.011410161853,1194 S Cloverdale Blvd,95425,3.5,5,$,Fast Food,OE1qwg3bKhp_sKy_1mxSFA
38.871657,-123.017222,McDonald's,38.784104343224,-123.013211269013,1149 S Cloverdale Blvd,95425,2.0,31,$,Burgers,AbV2CKvuLpXVGpWER65Z4Q
38.871657,-123.017222,Subway,38.783863067627,-123.011474609375,1194 S Cloverdale Blvd,95425,2.5,4,$,Sandwiches,W76ZrwAjPd751X-oEKvLJw
38.871657,-123.017222,Subway,38.78456,-123.01508,1117 S Cloverdale Blvd,95425,1.0,5,$,Sandwiches,SckKW2thzadVIqTvnSLJKg
38.871657,-123.017222,Golden Gate Shell,38.783863067627,-123.011474609375,1194 S Cloverdale Blvd,95425,2.5,3,$$,Gas Stations,9N-td0mNSbt5fOqUybF2iA
38.871657,-123.017222,Phat Salads and Wraps,38.3186492919922,-122.299942016602,,94558,4.0,48,$,Food Trucks,i6ZwMjYIbmFZ8EGYz6x5Bw
